,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
19030,Individual,,,CHERRY,,VALERA,,,,,,BELLINGHAM,WA,USA,982261718,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/04/2013,02/03/2018,,,S4MR47S7C,,
19616,Individual,,,CHRISTIAN,DANIEL,CASTRO-ALVAREZ,,,,,,BEAVER,WV,USA,25813,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/22/2015,08/03/2094,,,S4MR4JFQ7,,
20444,Individual,,,CHRISTOPHER,ANDREW,MYERS,,,,,,LISBON,OH,USA,44432,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/11/2014,06/26/2027,,,S4MR4CYLY,,
20695,Individual,,,CHUNCHAI,,YU,,,,,,ADELANTO,CA,USA,923010709,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/22/2013,01/10/2019,,,S4MR490PD,,
20696,Individual,,,CHUNCHAI,KATHERINE,YU,,,,,,ADELANTO,CA,USA,923010709,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/22/2013,01/10/2019,,,S4MR490QH,,
20844,Individual,,,CIRILIO,,SORIANO,,,,,,ANTHONY,TX,USA,79821,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/14/2014,01/27/2018,,,S4MR4DQQ9,,
21144,Individual,,,CLAUDIO,,SANCHEZ-CALDERON,,,,,,LISBON,OH,USA,44432,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/03/2015,03/03/2029,,,S4MR4WQ12,,
21349,Individual,,,CLOVER,A.,PEREZ,,,,,,DANBURY,CT,USA,06811,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/23/2013,02/04/2025,,,S4MR4BJGX,,
21851,Individual,,,COREY,JAMES,LOFTIN,,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/18/2015,04/20/2075,,,S4MR4QZZR,,
21893,Individual,,,CORINE,,GILLREATH,,,,,,ALICEVILLE,AL,USA,35442,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/16/2015,08/31/2048,,(also CORINE MOTLEY),S4MR4KJ27,,
21894,Individual,,,CORINE,D.,MOTLEY,,,,,,ALICEVILLE,AL,USA,35442,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/16/2015,08/31/2048,,(also CORINE GILLREATH),S4MR4KJ1R,,
21926,Individual,,,CORNELL,LAMONT,ATKINS,,,,,,FORREST CITY,AR,USA,723369000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,08/26/2011,01/30/2029,,,S4MR3R9GG,,
22048,Individual,,,CRAIG,,ALEO,,,,,,SPRINGFIELD,MO,USA,658014000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/07/2012,01/01/2072,,,S4MR3R89W,,
22073,Individual,,,CRAIG,ALLEN,COREY,II,,,,,BRADFORD,PA,USA,167010980,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,08/26/2011,12/22/2049,,(also CRAIG COREY),S4MR3R9GD,,
22074,Individual,,,CRAIG,ALLEN,COREY,,,,,,BRADFORD,PA,USA,167010980,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,08/26/2011,12/22/2049,,(also CRAIG COREY),S4MR3R9GF,,
22222,Individual,,,CRISTETA,,LAGAREJOS,,,,,,PLEASANT HILL,CA,USA,94523,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/16/2015,01/15/2020,,,S4MR4JCHD,,
22284,Individual,,,CRUZ,,PEREZ,III,,,,,HOUSTON,TX,USA,77023,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/06/2014,11/05/2017,,,S4MR4HH94,,
22439,Individual,,,CURTIS,ALLEN,BAKER,,,,,,ANTHONY,TX,USA,79821,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/11/2014,07/20/2025,,,S4MR4D8PW,,
23316,Individual,,,DAN,HUI,LU,,,,,,DALLAS,TX,USA,75243,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/22/2016,06/21/2019,,,S4MR53LKS,,
23668,Individual,,,DANIEL,,FLORES-ARRELLANO,,,,,,PHOENIX,AZ,USA,85017,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/03/2015,11/02/2017,,(also PEDRO ZOQUITECTAL-FLORES),S4MR4WQ1J,,
23718,Individual,,,DANIEL,LEWIS,HENDON,,,,,,PARADISE VALLEY,AZ,USA,85253,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2015,12/28/2019,,,S4MR4Y6QX,,
24232,Individual,,,DANTE,RYAN,BROOKS,,,,,,ATWATER,CA,USA,95301,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/16/2015,11/24/2024,,,S4MR4VGT8,,
24647,Individual,,,DARREN,,LIU,,,,,,PLYMOUTH,MA,USA,023602606,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/10/2013,01/09/2018,,,S4MR47G4T,,
24712,Individual,,,DARRYL,OWEN,WALIZER,,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/06/2014,06/05/2052,,,S4MR4HH8D,,
24738,Individual,,,DARYL,,DEMKEY,,,,,,BIG SPRING,TX,USA,797207789,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/10/2013,07/24/2051,,,S4MR48W82,,
24794,Individual,,,DAVEY,,LIU,,,,,,RALEIGH,NC,USA,27606,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/17/2016,02/16/2019,,(also QUAN LIU),S4MR4ZJXC,,
25404,Individual,,,DAVID,L.,JONES,,,,,,SNOHOMISH,WA,USA,98296,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/03/2016,11/02/2019,,,S4MR57409,,
25540,Individual,,,DAVID,,LIU,,,,,,RALEIGH,NC,USA,27606,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/17/2016,02/16/2019,,(also QUAN LIU),S4MR4ZJWX,,
25581,Individual,,,DAVID,RUSSELL,MANSEL,,,,,,MARIANNA,FL,USA,324477007,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/02/2012,02/25/2051,,,S4MR45MR6,,
25646,Individual,,,DAVID,,METZGER,,,,,,TUCSON,AZ,USA,857344550,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2013,06/05/2112,,,S4MR496PJ,,
25656,Individual,,,DAVID,,MIRANDA,,,,,,PASADENA,TX,USA,77503,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/09/2014,09/08/2017,,,S4MR4GR8D,,
25837,Individual,,,DAVID,,REYES,,,,,,SAVANNAH,GA,USA,31415,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/31/2015,07/30/2018,,,S4MR4P2FL,,
26035,Individual,,,DAVID,,TIJERINA,,,,,,EL RENO,OK,USA,73036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,09/13/2023,,,S4MR4H123,,
26061,Individual,,,DAVID,,VALENCIA,,,,,,FLORENCE,AZ,USA,85132,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/27/2013,03/26/2018,,,S4MR48BJ7,,
26120,Individual,,,DAVID,,WENGER,,,,,,TERRE HAUTE,IN,USA,47808,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/29/2016,07/22/2020,,,S4MR5CBHZ,,
26146,Individual,,,DAVID,,WILLIAMS,,,,,,WAYMART,PA,USA,184720800,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,12/02/2011,08/30/2040,,,S4MR3RLQC,,
26460,Individual,,,DEADEMA,,DELDOC,,,,,,JERSEY CITY,NJ,USA,07305,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/19/2015,02/18/2018,,,S4MR4JSV0,,
26901,Individual,,,DEBORAH,,GIROUARD,,,,,,DEER PARK,TX,USA,77536,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2014,04/21/2017,,,S4MR4DT2K,,
27671,Individual,,,DEEBA,,MALLICK,,,,,,DOWNERS GROVE,IL,USA,60516,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2016,06/05/2019,,,S4MR535DV,,
27724,Individual,,,DEION,DEE,LOCKHART,,,,,,BEAUMONT,TX,USA,77720,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/29/2016,05/25/2038,,,S4MR54XGS,,
27920,Individual,,,DEMARIO,RAYNON,HILLMON,,,,,,NICHOLLS,GA,USA,31554,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/11/2014,10/29/2032,,,S4MR4G9B3,,
27962,Individual,,,DEMI,MISHEL,MUNIZ,,,,,,DUBLIN,CA,USA,94568,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/07/2015,06/02/2023,,,S4MR4KDD0,,
28338,Individual,,,DENNIS,,ESCOBAR,,,,,,THREE RIVERS,TX,USA,78071,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,04/05/2022,,,S4MR4H162,,
28589,Individual,,,DERECK,,HOUNAKEY,,,,,,PHILIPSBURG,PA,USA,16866,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,08/31/2011,09/02/2021,,,S4MR3RCB8,,
28623,Individual,,,DEREK,GRAELAND,MATTHEWS,,,,,,HARWOOD,MD,USA,20776,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/02/2014,10/03/2019,,,S4MR4GR3B,,
28790,Individual,,,DEUNDREA,R.,MILLER,,,,,,POLLOCK,LA,USA,71467,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2015,12/31/2026,,,S4MR4KLDD,,
29768,Individual,,,DOMINGO,,CASTELLON,,,,,,BIG SPRING,TX,USA,79720,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/12/2015,02/12/2044,,,S4MR4JQNR,,
29782,Individual,,,DOMINGO,,SALAZAR,,,,,,POLLOCK,LA,USA,714674050,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/09/2012,01/13/2086,,,S4MR46KCY,,
30332,Individual,,,DONG,KAI,CHEN,,,,,,AYER,MA,USA,014320879,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/29/2013,05/30/2018,,,S4MR47PGB,,
31278,Individual,,,DOUGLAS,,BRYANT,,,,,,CENTERTON,AR,USA,72719,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/19/2014,06/18/2017,,,S4MR4FLK7,,
31346,Individual,,,DOUGLAS,,LECHNER,,,,,,ROCHESTER,NY,USA,14610,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/06/2014,11/05/2017,,,S4MR4HHGR,,
31351,Individual,,,DOUGLAS,ALEXIS,MARTINEZ MONZOON,,,,,,SAVANNAH,GA,USA,31415,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/11/2015,08/10/2018,,(also ALEX MONCON),S4MR4QFQY,,
31447,Individual,,,DOUGLAS,C.,WIGGILL,,,,,,SEALY,TX,USA,77474,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/08/2016,06/07/2018,,"(also GPX USA, GPX USA, GPX/GXP USA)",S4MR537PH,,
31825,Individual,,,EARL,SETH,DAVID,,,,,,OTISVILLE,NY,USA,10963,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/09/2015,02/16/2021,,(also RABBI DAVID),S4MR4JNT0,,
32088,Individual,,,EDGAR,IVAN,GUERRERO,,,,,,BEAUMONT,TX,USA,777206020,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/24/2013,11/19/2039,,,S4MR49S5J,,
32171,Individual,,,EDISON,WAGNER ROSA,TORT,,,,,,ANTHONY,TX,USA,88021,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,09/08/2011,05/31/2037,,,S4MR3RBVT,,
32197,Individual,,,EDITH,,GRUTAS,,,,,,BRENTWOOD,CA,USA,94513,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/13/2014,11/12/2019,,"(also EDITH NELSON, EDITH NELSON)",S4MR4HKY5,,
32213,Individual,,,EDITH,,NELSON,,,,,,BRENTWOOD,CA,USA,94513,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/13/2014,11/12/2019,,"(also EDITH NELSON, EDITH GRUTAS)",S4MR4HKVR,,
32214,Individual,,,EDITH,HONRUBIA,NELSON,,,,,,BRENTWOOD,CA,USA,94513,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/13/2014,11/12/2019,,"(also EDITH NELSON, EDITH GRUTAS)",S4MR4HKY2,,
32316,Individual,,,EDRICK,,GARCIA-VAZQUEZ,,,,,,SAN JUAN,PR,USA,00918,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/16/2016,06/15/2019,,,S4MR53DL2,,
32340,Individual,,,EDUARDO,DOZZI,BARBUGLI,,,,,,ORLANDO,FL,USA,32835,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/09/2014,09/08/2017,,,S4MR4GR8Z,,
32386,Individual,,,EDUARDO,,LOPEZ-VARGAS,,,,,,HOUSTON,TX,USA,770022600,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/11/2013,07/10/2028,,,S4MR49MN9,,
32857,Individual,,,EDWIN,,CHOU,,,,,,CHANTILLY,VA,USA,20151,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/02/2012,08/01/2017,,(also KUANG CHOU),S4MR45MWH,,
33305,Individual,,,ELENI,,NGUYEN,,,,,,PHOENIXVILLE,PA,USA,19460,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/24/2014,10/23/2017,,,S4MR4HB0T,,
33753,Individual,,,ELIZABETH,,MENDEZ-VASQUEZ,,,,,,MISSION,TX,USA,78574,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/01/2014,03/31/2017,,,S4MR4DK91,,
34076,Individual,,,ELMER,,HILL,,,,,,P.O. BOX 9000,AR,USA,72336,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/18/2016,10/20/2021,,,S4MR55V5H,,
34327,Individual,,,EMILIO,SAMYN,GONZALES-ARENAZAS,,,,,,COLEMAN,FL,USA,33521,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/22/2015,07/02/2095,,,S4MR4JFQ6,,
34440,Individual,,,EMMA,T.,PEREZ,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/26/2012,06/25/2017,,"(also ROCIO PEREZ, EMMA TLACOXOLAL-PEREZ, ROCIO VARGAS, ROCIO MORENO, ROSIO PEREZ, ROSA VARGAS, ROZIO ORTEGA)",S4MR3R995,,
34458,Individual,,,EMMA,,TLACOXOLAL-PEREZ,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/26/2012,06/25/2017,,"(also ROCIO PEREZ, EMMA PEREZ, ROCIO VARGAS, ROCIO MORENO, ROSIO PEREZ, ROSA VARGAS, ROZIO ORTEGA)",S4MR3RN5Q,,
34465,Individual,,,EMMANUAL,,LOCKHART,,,,,,FORREST CITY,AR,USA,72336,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/23/2016,09/09/2034,,,S4MR54QXW,,
34628,Individual,,,ENRIQUE,ESTRADA,QUINTANA,,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/24/2014,06/27/2072,,,S4MR4HB0R,,
34667,Individual,,,ERDAL,,KILIC,,,,,,JERSEY CITY,NJ,USA,07306,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/12/2016,01/11/2019,,,S4MR4YKGZ,,
34925,Individual,,,ERIC,NIELS,VELEZ,,,,,,ASHLAND,KY,USA,411056001,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/17/2013,01/20/2033,,,S4MR4BR31,,
34961,Individual,,,ERICA,,HSIEH,,,,,,CHANTILLY,VA,USA,201513016,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/25/2013,04/24/2018,,,S4MR48P9F,,
35013,Individual,,,ERICK,,PERALTA,,,,,,FOLKSTON,GA,USA,31537,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/02/2015,12/01/2018,,(also OMAR PERALTA-RODRIGUEZ),S4MR4XL3L,,
35259,Individual,,,ERNESTO,,CORTES-CASTRO,,,,,,PETERSBURG,VA,USA,238041000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/08/2013,01/11/2034,,,S4MR48VF0,,
35347,Individual,,,ERWIN,,HERBST,,,,,,LAKEWOOD,NJ,USA,08701,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/09/2015,04/08/2018,,(also ANDRE HERBST),S4MR4KFDY,,
35510,Individual,,,ETHAN,,NGUYEN,,,,,,PHOENIXVILLE,PA,USA,19460,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/24/2014,10/23/2017,,,S4MR4HB0X,,
35690,Individual,,,EUGENIO,,PEDRAZA,,,,,,MCALLEN,TX,USA,78504,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/28/2015,07/27/2020,,(also GENE PEDRAZA),S4MR4NL9M,,
35815,Individual,,,EVA,MONTEJO,PRITCHARD,,,,,,WOODBRIDGE,VA,USA,22193,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/17/2016,05/16/2020,,,S4MR51NL7,,
35928,Individual,,,EVELYN,,SINENENG-SMITH,,,,,,SAN JOSE,CA,USA,95140,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/17/2016,08/16/2021,,,S4MR54MTN,,
36269,Individual,,,FARHAN,,HUDA,,,,,,PHILIPSBURG,PA,USA,16866,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/01/2016,05/27/2027,,(also SYED HUDA),S4MR531HQ,,
36415,Individual,,,FAVIAN,,RAMIREZ,,,,,,FORT WORTH,TX,USA,76119,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/14/2014,12/19/2017,,,S4MR4DQG2,,
36625,Individual,,,FELIPE,,BANDA DE JESUS,,,,,,POLLOCK,LA,USA,714672099,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,07/20/2012,12/02/2017,,,S4MR3RJTN,,
36626,Individual,,,FELIPE,,BANDA DE JESUS,,,,,,POLLOCK,LA,USA,714672099,,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,07/20/2012,12/02/2017,,,S4MR3RJTN,,
36635,Individual,,,FELIPE,,MARCOS,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,07/18/2012,07/17/2017,,"(also FELIPE VARGAS-ORTEGA, FELIPE VARGAS, PHILLIP ORTEGA)",S4MR3R8VJ,,
36637,Individual,,,FELIPE,DEJESUS,PONCE-TORRES,,,,,,ANTHONY,TX,USA,79821,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/14/2014,01/23/2026,,,S4MR4F39L,,
36646,Individual,,,FELIPE,,VARGAS,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,07/18/2012,07/17/2017,,"(also FELIPE VARGAS-ORTEGA, FELIPE MARCOS, PHILLIP ORTEGA)",S4MR3R8VK,,
36647,Individual,,,FELIPE,,VARGAS-ORTEGA,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,07/18/2012,07/17/2017,,"(also FELIPE MARCOS, FELIPE VARGAS, PHILLIP ORTEGA)",S4MR3R8VH,,
36847,Individual,,,FERNANDO,,OCHOA,,,,,,THREE RIVERS,TX,USA,78071,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/11/2014,07/11/2046,,,S4MR4D8R8,,
36860,Individual,,,FERNANDO,PELAYO,SILVERIO,,,,,,CHARLESTON,SC,USA,29406,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/24/2015,07/23/2017,,,S4MR4N0T6,,
36917,Individual,,,FIDEL,,VILLARREAL,,,,,,GLENVILLE,WV,USA,26351,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/14/2014,12/05/2039,,,S4MR4DQFT,,
37422,Individual,,,FRANCISCO,,CORTES-MEZA,,,,,,COLEMAN,FL,USA,33521,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,09/08/2011,11/05/2070,,,S4MR3RBVN,,
37934,Individual,,,FREDDY,,BERMUDEZ-BENITO,,,,,,JONESVILLE,VA,USA,242630305,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/22/2013,10/13/2042,,,S4MR490PJ,,
38067,Individual,,,FREDERICO,,RIVAS-ROSARIO,,,,,,SAN JUAN,PR,USA,00915,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/29/2015,07/28/2018,,,S4MR4NQMF,,
38922,Individual,,,GARY,,WAFFLE,,,,,,LOMPOC,CA,USA,934362705,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/04/2013,03/20/2034,,,S4MR48FP2,,
38960,Individual,,,GASPAR,,MONTES-MARTINEZ,,,,,,POST,TX,USA,79356,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/25/2014,09/24/2017,,,S4MR4GZH6,,
39132,Individual,,,GENE,,PEDRAZA,,,,,,MCALLEN,TX,USA,78504,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/28/2015,07/27/2020,,(also EUGENIO PEDRAZA),S4MR4NLBM,,
39228,Individual,,,GEOFFREY,,LECHNER,,,,,,ROCHESTER,NY,USA,14618,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/06/2014,11/05/2017,,,S4MR4HHH2,,
39636,Individual,,,GEORGE,,VIEIRA,,,,,,MAHOPAC,NY,USA,10541,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/28/2014,04/27/2017,,,S4MR4DWC5,,
39756,Individual,,,GERALD,LEE,BANKS,,,,,,BRADFORD,PA,USA,16701,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/16/2016,03/22/2028,,,S4MR58QLW,,
40006,Individual,,,GERARDO,,CHAVEZ,,,,,,SEAGOVILLE,TX,USA,75159,,Reciprocal,DHS-ICE,A,Ineligible (Proceedings Completed),,06/17/2009,11/23/2020,,,S4MR3PT36,,
40078,Individual,,,GERMAN,ROLANDO,VICENTE-SAPON,,,,,,BIG SPRING,TX,USA,79720,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/29/2015,04/07/2036,,,S4MR4KP6W,,
40084,Individual,,,GERMANIA,,GIL-GIL,,,,,,SAN JUAN,PR,USA,00907,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/05/2015,10/04/2018,,,S4MR4TZRY,,
40307,Individual,,,GILBERTO,,BAEZ,JR.,,,,,HOUMA,LA,USA,70363,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/16/2015,04/15/2020,,(also GILBERTO BAEZ-GARCIA),S4MR4KJ14,,
40308,Individual,,,GILBERTO,,BAEZ-GARCIA,,,,,,HOUMA,LA,USA,70363,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/16/2015,04/15/2020,,(also GILBERTO BAEZ),S4MR4KJ1K,,
40467,Individual,,,GINA,,WILLIS,,,,,,MONROE,LA,USA,712036820,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/31/2013,05/30/2018,,,S4MR4943J,,
40608,Individual,,,GLEN,STEWARD,ANDERSON,,,,,,ROANOKE,VA,USA,24012,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/05/2014,03/04/2017,,,S4MR4D6QB,,
40763,Individual,,,GLENN,MIGUEL,WAGNER,,,,,,SALEM,VA,USA,24153,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/06/2014,03/05/2017,,,S4MR4D77V,,
40882,Individual,,,GLORIA,,LAWSON,,,,,,DANBURY,CT,USA,06811,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,09/08/2011,03/14/2061,,(also AKOUAVI KPADE-AFOLABI),S4MR3RBVW,,
40883,Individual,,,GLORIA,,LAWSON,,,,,,DANBURY,CT,USA,06811,,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,09/08/2011,03/14/2061,,(also AKOUAVI KPADE-AFOLABI),S4MR3RBVW,,
41247,Individual,,,GREG,,LEON,,,,,,PETERSBURG,VA,USA,23804,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/28/2016,11/27/2019,,(also GREGORIO LEON),S4MR59V8Y,,
41299,Individual,,,GREGORIO,M,LEON,,,,,,PETERSBURG,VA,USA,23804,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/28/2016,11/27/2019,,"(also GREG LEON, AS DE OROS, EL SAN JOSE, SAN JOSE, SAN JOSE MEXICAN RESTAURANT, SAN JOSE MEXICAN RESTAURANT #19, INC., SAN JOSE RESTAURANT #20, INC., SAN JOSE RESTAURANTE MEXICANO #13, INC., SAN JOSE MEXICAN RESTAURANT, SAN JOSE MEXICAN RESTAURANT, SAN JOSE MEXICAN RESTAURANT)",S4MR59VJN,,
41357,Individual,,,GREGORY,,CARR,,,,,,MIAMI,FL,USA,331779800,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/09/2012,10/08/2017,,,S4MR46KFW,,
41364,Individual,,,GREGORY,,COTTINGHAM,,,,,,PETERSBURG,VA,USA,23804,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/28/2015,10/26/2022,,,S4MR4WJWC,,
41471,Individual,,,GREGORY,,KUCHER,,,,,,FORT DIX,NJ,USA,08640,,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,11/22/2011,09/29/2019,,,S4MR3RNMF,,
41472,Individual,,,GREGORY,,KUCHER,,,,,,FORT DIX,NJ,USA,08640,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/22/2011,09/29/2019,,,S4MR3RNMF,,
41748,Individual,,,GUADALUPE,,GALLEGOS,,,,,,PHOENIX,AZ,USA,85086,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/01/2014,07/13/2017,,,S4MR4DXWV,,
41782,Individual,,,GUADALUPE,CATALINA,VASQUEZ,,,,,,FORT WORTH,TX,USA,76127,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/29/2014,04/02/2019,,,S4MR4DWT0,,
41783,Individual,,,GUADALUPE,CARLOS,VAZQUEZ-ESCORCIA,,,,,,MESA,AZ,USA,85202,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/17/2015,11/16/2018,,,S4MR4X4J9,,
